drug_name,ind_name,rating
Methylprednisolone,"Anemia, Diamond-Blackfan",1
Methylprednisolone,Adrenal cortical hypofunction,1
Methylprednisolone,Nephrotic Syndrome,1
Methylprednisolone,Ankylosing spondylitis,1
Methylprednisolone,Bursitis,1
Methylprednisolone,Crohn Disease,1
Methylprednisolone,Autoimmune Diseases,1
Methylprednisolone,Psoriasis,1
Methylprednisolone,"Tuberculosis, Miliary",1
Methylprednisolone,Addisonian crisis,1
Methylprednisolone,Disorder of eye,1
Methylprednisolone,Inflammatory Bowel Diseases,1
Methylprednisolone,Cooley's anemia,1
Methylprednisolone,Aspiration pneumonitis,1
Methylprednisolone,"Dermatitis, Atopic",1
Methylprednisolone,Hay fever,1
Methylprednisolone,"Rhinitis, Allergic, Perennial",1
Pindolol,Hypertensive disease,1
Zaleplon,Initial insomnia,1
Zaleplon,Sleep Initiation and Maintenance Disorders,1
Bromfenac,Pain,1
Apraclonidine,Cerebrovascular Occlusion,1
Apraclonidine,"Glaucoma, Open-Angle",1
Telmisartan,Hypertensive disease,1
Telmisartan,Cerebrovascular accident,1
Desloratadine,Chronic idiopathic urticaria,1
Desloratadine,"Rhinitis, Vasomotor",1
Desloratadine,Hay fever,1
Desloratadine,Sneezing,1
Desloratadine,Allergic Conjunctivitis,1
Desloratadine,Common Cold,1
Desloratadine,Nasal congestion (finding),1
Desloratadine,Rhinorrhea,1
Desloratadine,Allergic rhinitis (disorder),1
Desloratadine,Allergic urticaria,1
Methyldopa,Hypertensive disease,1
Alosetron,Irritable bowel syndrome with diarrhea,1
Alosetron,Diarrhoea predominant irritable bowel syndrome,1
Dactinomycin,Gestational Trophoblastic Neoplasms,1
Dactinomycin,Nephroblastoma,1
Dactinomycin,Rhabdomyosarcoma,1
Dactinomycin,Ewings sarcoma,1
Selenium Sulfide,Seborrheic dermatitis,1
Selenium Sulfide,Scurfiness of scalp,1
Selenium Sulfide,Tinea Versicolor,1
Azelastine,Allergic rhinitis (disorder),1
Azelastine,Allergic Conjunctivitis,1
Azelastine,"Rhinitis, Vasomotor",1
Azelastine,Hay fever,1
Ezetimibe,"Hyperlipidemia, Familial Combined",1
Ezetimibe,Familial hypercholesterolemia - homozygous,1
Ezetimibe,Hypercholesterolemia,1
Ezetimibe,Familial hypercholesterolemia - heterozygous,1
Ezetimibe,Hyperlipidemia,1
Ezetimibe,Sitosterolemia,1
Edetic Acid,Accidental poisoning by lead and its compounds and fumes,1
Edetic Acid,Hypercalcemia,1
Dipyridamole,Chronic heart failure,1
Dipyridamole,Atrial Fibrillation,1
Dipyridamole,Platelet aggregation inhibition,1
Telithromycin,Haemophilus influenzae pneumonia,1
Telithromycin,Moraxella catarrhalis pneumonia,1
Telithromycin,Mycoplasma pneumonia,1
Telithromycin,Chlamydial pneumonia,1
Telithromycin,Streptococcal pneumonia,1
Ethinyl Estradiol,Premenstrual Dysphoric Disorder,1
Ethinyl Estradiol,Atrophy of vulva,1
Ethinyl Estradiol,Hot flushes,1
Ethinyl Estradiol,Acne Vulgaris,1
Ethinyl Estradiol,Atrophic Vaginitis,1
Lomefloxacin,Acute exacerbation of chronic bronchitis,1
Lomefloxacin,Cystitis escherichia,1
Lomefloxacin,Urinary tract infection,1
Lomefloxacin,Bronchitis,1
Lomefloxacin,Lower respiratory tract infection,1
Cyclopentolate,Cycloplegia,1
Cyclopentolate,Mydriasis,1
Ramelteon,Initial insomnia,1
Physostigmine,anticholinergic toxicity,1
Physostigmine,"Glaucoma, Open-Angle",1
Isotretinoin,Hypertensive disease,1
Formoterol,Intrinsic asthma,1
Formoterol,Pulmonary Emphysema,1
Formoterol,Allergic asthma,1
Dimenhydrinate,Vomiting,1
Dimenhydrinate,Motion Sickness,1
Dimenhydrinate,Nausea,1
Dimenhydrinate,Vertigo,1
Dimenhydrinate,Nausea and vomiting,1
Glycopyrronium,Peptic Ulcer,1
Glycopyrronium,Sialorrhea,1
Glycopyrronium,Chronic Obstructive Airway Disease,1
Cytarabine,Meningeal Leukemia,1
Cytarabine,Metastatic Malignant Neoplasm to the Leptomeninges,1
Cytarabine,Acute Promyelocytic Leukemia,1
Cytarabine,"Leukemia, Myelocytic, Acute",1
Cytarabine,Acute lymphocytic leukemia,1
Dopamine,Low Cardiac Output Syndrome,1
Dopamine,Hypotension,1
Dopamine,Decompensated cardiac failure,1
Dopamine,"Parkinson Disease, Postencephalitic",1
Dopamine,Parkinsonian Disorders,1
Dopamine,Parkinson Disease,1
Rivastigmine,Alzheimer's Disease,1
Rivastigmine,Dementia associated with Parkinson's Disease,1
Oxaprozin,Degenerative polyarthritis,1
Oxaprozin,Rheumatoid Arthritis,1
Azathioprine,Rheumatoid Arthritis,1
Neomycin,Urinary tract infection,1
Neomycin,Otitis Externa,1
Neomycin,Blepharoconjunctivitis,1
Neomycin,Hepatic Encephalopathy,1
Neomycin,Hepatic Coma,1
Neomycin,Keratitis,1
Neomycin,Uveitis,1
Neomycin,Infective blepharitis,1
Neomycin,Corneal abrasion,1
Neomycin,Bacterial keratitis,1
Auranofin,Rheumatoid Arthritis,1
Gabapentin,Postherpetic neuralgia,1
Gabapentin,Restless Legs Syndrome,1
Doxorubicin,Hodgkin Disease,1
Doxorubicin,Carcinoma breast stage IV,1
Doxorubicin,Malignant epithelial neoplasm of female breast,1
Doxorubicin,Multiple Myeloma,1
Doxorubicin,Osteosarcoma of bone,1
Doxorubicin,AIDS with Kaposi's sarcoma,1
Doxorubicin,Diffuse Large B-Cell Lymphoma,1
Doxorubicin,"Lymphoma, Follicular",1
Doxorubicin,"Leukemia, Myelocytic, Acute",1
Doxorubicin,Nephroblastoma,1
Doxorubicin,"Lymphoma, Non-Hodgkin",1
Doxorubicin,Breast Carcinoma,1
Doxorubicin,Malignant neoplasm of lung,1
Doxorubicin,Small cell carcinoma of lung,1
Doxorubicin,Acute lymphocytic leukemia,1
Doxorubicin,Burkitt Lymphoma,1
Doxorubicin,Malignant neoplasm of stomach stage IV,1
Doxorubicin,Malignant neoplasm of thyroid,1
Doxorubicin,Kaposi Sarcoma,1
Doxorubicin,Neuroblastoma,1
Doxorubicin,Malignant neoplasm of ovary,1
Frovatriptan,Migraine Disorders,1
Hydrochlorothiazide,Hypertensive urgency,1
Hydrochlorothiazide,Hypertensive disease,1
Hydrochlorothiazide,Edema,1
Hydrochlorothiazide,Chronic heart failure,1
Cyclacillin,Pharyngitis,1
Cyclacillin,Urinary tract infection,1
Cyclacillin,Bronchitis,1
Cyclacillin,Infection of skin AND/OR subcutaneous tissue,1
Cyclacillin,Infective otitis media,1
Salbutamol,Bronchial Spasm,1
Salbutamol,Asthma attack,1
Cromoglicic acid,Asthma,1
Cromoglicic acid,Allergic rhinitis (disorder),1
Cromoglicic acid,"Conjunctivitis, Giant Papillary",1
Cromoglicic acid,Allergic Conjunctivitis,1
Cromoglicic acid,"Conjunctivitis, Vernal",1
Cromoglicic acid,Allergic keratoconjunctivitis,1
Cromoglicic acid,"Keratoconjunctivitis, Vernal",1
Cromoglicic acid,"Mastocytosis, Systemic",1
Ganciclovir,"Keratitis, Dendritic",1
Ganciclovir,Paroxysmal supraventricular tachycardia,1
Ganciclovir,Cytomegalovirus Retinitis,1
Hydroxyurea,Cancer of Head and Neck,1
Hydroxyurea,Hemoglobin SS disease with crisis,1
Hydroxyurea,"Myeloid Leukemia, Chronic",1
Hydroxyurea,Malignant neoplasm of ovary,1
Hydroxyurea,"Anemia, Sickle Cell",1
Hydroxyurea,melanoma,1
Tioconazole,"Candidiasis, Vulvovaginal",1
Busulfan,Philadelphia chromosome positive chronic myelogenous leukemia,1
Ketoprofen,Degenerative polyarthritis,1
Ketoprofen,Pain,1
Ketoprofen,Dysmenorrhea,1
Ketoprofen,Rheumatoid Arthritis,1
Clobetasol propionate,Seborrheic dermatitis,1
Clobetasol propionate,Contact Dermatitis,1
Clobetasol propionate,Scalp psoriasis,1
Clobetasol propionate,Inflammatory dermatosis,1
Clobetasol propionate,Scalp Dermatoses,1
Clobetasol propionate,Nummular eczema,1
Clobetasol propionate,Chronic small plaque psoriasis,1
Balsalazide,Ulcerative Colitis,1
Sulfamethoxazole,Shigella Infections,1
Sulfamethoxazole,Infective otitis media,1
Sulfamethoxazole,Toxoplasmosis,1
Sulfamethoxazole,Klebsiella cystitis,1
Sulfamethoxazole,Proteus urinary tract infection,1
Sulfamethoxazole,Nocardia Infections,1
Sulfamethoxazole,Bacterial urinary infection,1
Sulfamethoxazole,Acute exacerbation of chronic bronchitis,1
Sulfamethoxazole,Acute otitis media,1
Sulfamethoxazole,Inclusion conjunctivitis,1
Sulfamethoxazole,Escherichia coli urinary tract infection,1
Glyburide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Minocycline,Bronchitis,1
Minocycline,Infection by Campylobacter fetus,1
Minocycline,TYPHUS,1
Minocycline,Listeriosis,1
Minocycline,Plague,1
Minocycline,Cholera,1
Minocycline,Infection of skin AND/OR subcutaneous tissue,1
Minocycline,Acute gonococcal endometritis,1
Minocycline,Gonorrhea of pharynx,1
Minocycline,Relapsing Fever,1
Minocycline,Meningococcus carrier,1
Minocycline,Psittacosis,1
Minocycline,Acne Vulgaris,1
Minocycline,Actinomycosis,1
Minocycline,Syphilis,1
Minocycline,Infective otitis media,1
Minocycline,Brucellosis,1
Minocycline,Lymphogranuloma Venereum,1
Minocycline,Periodontitis,1
Minocycline,Granuloma Inguinale,1
Minocycline,Sinusitis,1
Minocycline,Chlamydia trachomatis infection of genital structure,1
Minocycline,Gonorrhea of rectum,1
Minocycline,Acute gonococcal urethritis,1
Minocycline,Gonorrhea,1
Minocycline,Fusospirochetal pharyngitis,1
Minocycline,Rocky Mountain Spotted Fever,1
Minocycline,Chancroids,1
Minocycline,Trachoma,1
Minocycline,Tularemia,1
Minocycline,Pharyngitis,1
Minocycline,Gingivostomatitis,1
Minocycline,Q Fever,1
Minocycline,Acute gonococcal cervicitis,1
Minocycline,Urinary tract infection,1
Minocycline,Bartonella Infections,1
Minocycline,Yaws,1
Minocycline,Rickettsialpox,1
Minocycline,Pneumonia,1
Guanfacine,Hypertensive disease,1
Guanfacine,Attention deficit hyperactivity disorder,1
Bethanechol,Urinary Retention,1
Isosorbide Mononitrate,Angina Pectoris,1
Trichlormethiazide,Hypertensive disease,1
Phylloquinone,Hypocalcemia,1
Phylloquinone,Osteoporosis,1
Phylloquinone,Factor II deficiency,1
Felodipine,Hypertensive disease,1
Amlexanox,Aphthous Stomatitis,1
Ketoconazole,Oral candidiasis,1
Ketoconazole,Scurfiness of scalp,1
Ketoconazole,Seborrheic dermatitis,1
Ketoconazole,Coccidioidomycosis,1
Ketoconazole,Chromoblastomycosis,1
Ketoconazole,Histoplasmosis,1
Ketoconazole,Tinea Versicolor,1
Ketoconazole,Paracoccidioidomycosis,1
Ketoconazole,Systemic candidiasis,1
Ketoconazole,Tinea cruris,1
Ketoconazole,Cutaneous Candidiasis,1
Ketoconazole,Tinea corporis (disorder),1
Ketoconazole,Blastomycosis,1
Ketoconazole,Tinea Pedis,1
Ketoconazole,Adrenal Gland Hyperfunction,1
Irbesartan,Hypertensive disease,1
Irbesartan,Diabetic Nephropathy,1
Topotecan,Malignant neoplasm of ovary,1
Topotecan,Small cell carcinoma of lung,1
Topotecan,Malignant tumor of cervix,1
Ethinamate,Sleeplessness,1
Probenecid,Acute gonococcal endometritis,1
Probenecid,"Arthritis, Gouty",1
Probenecid,Acute gonococcal urethritis,1
Probenecid,Acute gonococcal cervicitis,1
Probenecid,Gonorrhea,1
Probenecid,Chronic gouty arthritis,1
Probenecid,Hyperuricemia,1
Probenecid,Gonorrhea of rectum,1
Mercaptopurine,Acute Promyelocytic Leukemia,1
Mercaptopurine,Acute lymphocytic leukemia,1
Tolterodine,Increased frequency of micturition,1
Tolterodine,Urge Incontinence,1
Tolterodine,Urgency of micturition,1
Tolterodine,Bladder muscle dysfunction - overactive,1
Selegiline,Major Depressive Disorder,1
Selegiline,Parkinson Disease,1
Fenofibrate,Hypercholesterolemia,1
Fenofibrate,Hyperlipidemia,1
Fenofibrate,Hypertriglyceridemia,1
Fenofibrate,"Hyperlipidemia, Familial Combined",1
Fenofibrate,Hypoalphalipoproteinemias,1
Fenofibrate,Familial hypercholesterolemia - heterozygous,1
Thalidomide,Multiple Myeloma,1
Thalidomide,Erythema nodosum leprosum,1
Melphalan,Malignant neoplasm of ovary,1
Melphalan,Multiple Myeloma,1
Gatifloxacin,Acute exacerbation of chronic bronchitis,1
Gatifloxacin,Moraxella catarrhalis pneumonia,1
Gatifloxacin,Bacterial conjunctivitis,1
Gatifloxacin,Legionella pneumophila pneumonia,1
Gatifloxacin,Escherichia coli urinary tract infection,1
Gatifloxacin,Streptococcal pneumonia,1
Gatifloxacin,Chlamydial pneumonia,1
Gatifloxacin,Acute gonococcal urethritis,1
Gatifloxacin,Haemophilus influenzae pneumonia,1
Gatifloxacin,Staphylococcal Pneumonia,1
Gatifloxacin,Gonorrhea of rectum,1
Gatifloxacin,PYELONEPHRITIS E COLI,1
Gatifloxacin,Staphylococcus aureus infection,1
Gatifloxacin,Acute gonococcal cervicitis,1
Gatifloxacin,"Pneumonia, Bacterial",1
Gatifloxacin,Mycoplasma pneumonia,1
Gatifloxacin,Klebsiella cystitis,1
Gatifloxacin,Haemophilus parainfluenzae pneumonia,1
Gatifloxacin,Proteus urinary tract infection,1
Rifampicin,Acute tuberculosis,1
Rifampicin,Meningococcus carrier,1
Rifampicin,"Tuberculosis, Pulmonary",1
Lubiprostone,Chronic idiopathic constipation,1
Lubiprostone,Irritable bowel syndrome characterized by constipation,1
Fluocinonide,Lichen Simplex Chronicus,1
Fluocinonide,Seborrheic dermatitis,1
Fluocinonide,Scalp psoriasis,1
Fluocinonide,Contact Dermatitis,1
Fluocinonide,Chronic small plaque psoriasis,1
Fluocinonide,Pruritus of genital organs,1
Fluocinonide,Inflammatory dermatosis,1
Fluocinonide,Granuloma Annulare,1
Fluocinonide,Exanthema,1
Fluocinonide,Pruritus Ani,1
Fluocinonide,"Lupus Erythematosus, Discoid",1
Fluocinonide,"Lymphoma, T-Cell, Cutaneous",1
Abacavir,HIV Infections,1
Ergoloid mesylate,Dementia,1
Ibuprofen,Influenza-like symptoms,1
Ibuprofen,Severe pain,1
Ibuprofen,Rheumatoid Arthritis,1
Ibuprofen,Acute postoperative pain,1
Ibuprofen,Pain,1
Ibuprofen,Fever,1
Ibuprofen,Headache Disorders,1
Ibuprofen,Dysmenorrhea,1
Ibuprofen,Degenerative polyarthritis,1
Ibuprofen,Sinus headache,1
Benzylpenicillin,Septicemia due to enterococcus,1
Benzylpenicillin,Streptococcal toxic shock syndrome,1
Benzylpenicillin,Botulism,1
Benzylpenicillin,Gonococcal joint infection,1
Benzylpenicillin,"Syphilis, Congenital",1
Benzylpenicillin,Neurosyphilis,1
Benzylpenicillin,Neonatal meningitis,1
Benzylpenicillin,"Syphilis, secondary",1
Benzylpenicillin,Pasteurella Infections,1
Benzylpenicillin,Yaws,1
Benzylpenicillin,Infection by Pasteurella multocida,1
Benzylpenicillin,Gingivostomatitis,1
Benzylpenicillin,Abdominal actinomycosis,1
Benzylpenicillin,Latent yaws,1
Benzylpenicillin,Tetanus,1
Benzylpenicillin,Infection due to Erysipelothrix rhusiopathiae (disorder),1
Benzylpenicillin,Acute otitis media,1
Benzylpenicillin,Cutaneous anthrax,1
Benzylpenicillin,Late latent syphilis,1
Benzylpenicillin,Infection of skin AND/OR subcutaneous tissue,1
Benzylpenicillin,Meningococcal meningitis,1
Benzylpenicillin,Listerial endocarditis,1
Benzylpenicillin,Rat-Bite Fever,1
Benzylpenicillin,Streptococcal meningitis,1
Benzylpenicillin,"Syphilis, Latent",1
Benzylpenicillin,Granulomatosis infantiseptica,1
Benzylpenicillin,Pulmonary actinomycosis,1
Benzylpenicillin,Upper Respiratory Infections,1
Benzylpenicillin,"Meningitis, Pneumococcal",1
Benzylpenicillin,Anthrax sepsis,1
Benzylpenicillin,Pinta,1
Benzylpenicillin,Streptococcal Infections,1
Benzylpenicillin,Streptococcal pneumonia,1
Benzylpenicillin,Bejel,1
Benzylpenicillin,"Pneumonia, Necrotizing",1
Benzylpenicillin,Cervicofacial actinomycosis,1
Benzylpenicillin,Lung Abscess,1
Benzylpenicillin,Syphilis,1
Benzylpenicillin,Infective otitis media,1
Benzylpenicillin,"Syphilis, tertiary",1
Benzylpenicillin,Streptococcal tonsillitis,1
Benzylpenicillin,Erysipelas,1
Benzylpenicillin,Streptococcus pyogenes infection,1
Benzylpenicillin,Primary genital syphilis,1
Benzylpenicillin,GONOCOCCAL INFECTION DISSEMINATED,1
Benzylpenicillin,Anthrax disease,1
Benzylpenicillin,Sepsis of the newborn,1
Benzylpenicillin,"Early latent syphilis, positive serology, negative cerebrospinal fluid, less than 2 years after infection",1
Benzylpenicillin,Fusospirochetal pharyngitis,1
Benzylpenicillin,Bacterial Endocarditis,1
Benzylpenicillin,Gas gangrene caused by clostridium perfringens,1
Benzylpenicillin,Scarlet Fever,1
Benzylpenicillin,Neonatal pneumonia,1
Benzylpenicillin,"Meningitis, Listeria",1
Benzylpenicillin,Gastrointestinal anthrax,1
Benzylpenicillin,Streptococcal endocarditis,1
Benzylpenicillin,Tertiary lesion of yaws,1
Benzylpenicillin,Inhalational anthrax,1
Benzylpenicillin,Pharyngitis,1
Benzylpenicillin,Staphylococcus aureus infection,1
Benzylpenicillin,Actinomycosis,1
Benzylpenicillin,Meningococcemia,1
Tocainide,Ventricular arrhythmia,1
Echothiophate,Glaucoma,1
Echothiophate,"Glaucoma, Open-Angle",1
Echothiophate,Esotropia,1
Echothiophate,Stargardt's disease,1
Praziquantel,Opisthorchiasis,1
Praziquantel,Schistosomiasis,1
Norfloxacin,Pneumonia due to Pseudomonas,1
Norfloxacin,Pneumonia due to Klebsiella pneumoniae,1
Norfloxacin,Enterobacter pneumonia,1
Norfloxacin,Streptococcal pneumonia,1
Norfloxacin,Streptococcus pyogenes infection,1
Norfloxacin,Acute Moraxella catarrhalis bronchitis,1
Norfloxacin,Female pelvic cellulitis,1
Norfloxacin,Bacterial infection due to Klebsiella pneumoniae,1
Norfloxacin,Miscarriage with sepsis,1
Norfloxacin,URINARY TRACT INFECTION ENTEROCOCCUS,1
Norfloxacin,Shigella Infections,1
Norfloxacin,prostatitis,1
Norfloxacin,Pneumonia due to Escherichia coli,1
Norfloxacin,Legionella pneumophila pneumonia,1
Norfloxacin,Cystitis escherichia,1
Norfloxacin,Lower respiratory tract infection,1
Norfloxacin,Escherichia coli septicemia,1
Norfloxacin,Haemophilus influenzae pneumonia,1
Norfloxacin,Staphylococcal Pneumonia,1
Norfloxacin,Moraxella catarrhalis pneumonia,1
Norfloxacin,"Pneumonia, Bacterial",1
Norfloxacin,Postnatal infection,1
Norfloxacin,Proteus pneumonia,1
Norfloxacin,Acute gonococcal endometritis,1
Norfloxacin,Acute osteomyelitis,1
Norfloxacin,Malignant otitis externa due to Pseudomonas aeruginosa,1
Norfloxacin,Peritonitis,1
Norfloxacin,Acute maxillary sinusitis,1
Norfloxacin,Proteus urinary tract infection,1
Norfloxacin,Otitis Externa,1
Norfloxacin,Urinary tract infection,1
Norfloxacin,Rhinoscleroma,1
Norfloxacin,Chlamydial pelvic inflammatory disease,1
Norfloxacin,Anthrax disease,1
Norfloxacin,Arthropathy associated with infection,1
Norfloxacin,Bacterial urinary infection,1
Norfloxacin,Traveler's diarrhea,1
Norfloxacin,Bronchitis,1
Norfloxacin,Bacterial conjunctivitis,1
Norfloxacin,Female genital tract infection,1
Norfloxacin,PYELONEPHRITIS E COLI,1
Norfloxacin,Chancroids,1
Norfloxacin,Chlamydial cervicitis,1
Norfloxacin,Acute bacterial bronchitis,1
Norfloxacin,Chlamydial pneumonia,1
Norfloxacin,Acute exacerbation of chronic bronchitis,1
Norfloxacin,Pyelonephritis,1
Norfloxacin,Endomyometritis,1
Norfloxacin,Typhoid Fever,1
Norfloxacin,Infective otitis externa,1
Norfloxacin,Gonorrhea of rectum,1
Norfloxacin,Haemophilus parainfluenzae pneumonia,1
Norfloxacin,Mycoplasma pneumonia,1
Norfloxacin,Intraabdominal Infections,1
Norfloxacin,Chronic Bacterial Prostatitis,1
Norfloxacin,Enterobacteriaceae Infections,1
Norfloxacin,Chlamydial urethritis,1
Norfloxacin,Acute gonococcal cervicitis,1
Norfloxacin,non-gonococcal urethritis (NGU),1
Norfloxacin,Pneumonia,1
Norfloxacin,Klebsiella cystitis,1
Norfloxacin,Infection of bone,1
Norfloxacin,URINARY TRACT INFECTION CITROBACTER,1
Norfloxacin,Abdominal Abscess,1
Norfloxacin,Cystitis,1
Norfloxacin,Postoperative infection,1
Norfloxacin,Infection of skin AND/OR subcutaneous tissue,1
Norfloxacin,Acute gonococcal urethritis,1
Norfloxacin,Staphylococcus aureus infection,1
Norfloxacin,Gonorrhea,1
Norfloxacin,Escherichia coli Infections,1
Norfloxacin,Enteric campylobacteriosis,1
Norfloxacin,Infective cystitis,1
Norfloxacin,Escherichia coli urinary tract infection,1
Norfloxacin,Acute bacterial sinusitis,1
Norfloxacin,Nosocomial pneumonia,1
Norfloxacin,Chronic tubotympanic suppurative otitis media,1
Amoxicillin,Haemophilus influenzae pneumonia,1
Amoxicillin,Acute otitis media,1
Amoxicillin,pharyngitis due to Haemophilus influenzae,1
Amoxicillin,"Pneumonia, Bacterial",1
Amoxicillin,Lower respiratory tract infection,1
Amoxicillin,Genitourinary tract infection,1
Amoxicillin,Pneumonia due to Staphylococcus aureus,1
Amoxicillin,Haemophilus parainfluenzae pneumonia,1
Amoxicillin,Acute exacerbation of chronic bronchitis,1
Amoxicillin,Bacterial urinary infection,1
Amoxicillin,Pharyngitis,1
Amoxicillin,Rhinoscleroma,1
Amoxicillin,Moraxella catarrhalis pneumonia,1
Amoxicillin,Streptococcal pneumonia,1
Amoxicillin,Escherichia coli urinary tract infection,1
Amoxicillin,Pneumonia due to Klebsiella pneumoniae,1
Amoxicillin,Staphylococcus aureus infection,1
Amoxicillin,Staphylococcal pharyngitis,1
Amoxicillin,Streptococcal tonsillitis,1
Amoxicillin,Helicobacter-associated gastritis,1
Amoxicillin,Staphylococcal tonsillitis,1
Amoxicillin,Infection of skin AND/OR subcutaneous tissue,1
Amoxicillin,Escherichia coli Infections,1
Amoxicillin,Klebsiella cystitis,1
Amoxicillin,Acute bacterial sinusitis,1
Amoxicillin,Urinary tract infection,1
Amoxicillin,Infective otitis media,1
Azlocillin,Aspiration Pneumonia,1
Azlocillin,Enterobacter pneumonia,1
Azlocillin,Serratia Infections,1
Azlocillin,Pneumonia due to Pseudomonas,1
Azlocillin,Pneumonia due to Escherichia coli,1
Azlocillin,Urinary tract infection,1
Azlocillin,Bacterial sepsis,1
Azlocillin,Infection of bone,1
Azlocillin,Infection of skin AND/OR subcutaneous tissue,1
Azlocillin,Arthropathy associated with infection,1
Azlocillin,Haemophilus influenzae pneumonia,1
Azlocillin,Bacterial infection due to Klebsiella pneumoniae,1
Oxybutynin,Increased frequency of micturition,1
Oxybutynin,Urgency of micturition,1
Oxybutynin,Urge Incontinence,1
Oxybutynin,Bladder muscle dysfunction - overactive,1
Oxybutynin,Neurogenic Urinary Bladder,1
Acetophenazine,Psychotic Disorders,1
Isoprenaline,Common Cold,1
Isoprenaline,Low Cardiac Output Syndrome,1
Isoprenaline,Atrioventricular Block,1
Isoprenaline,Hypovolemic Shock,1
Isoprenaline,Cardiac Arrest,1
Melatonin,Sleep Initiation and Maintenance Disorders,1
Cefditoren,Streptococcal tonsillitis,1
Cefditoren,Streptococcus pyogenes infection,1
Cefditoren,"Pneumonia, Bacterial",1
Cefditoren,Acute exacerbation of chronic bronchitis,1
Cefditoren,Streptococcal pneumonia,1
Cefditoren,Haemophilus parainfluenzae pneumonia,1
Cefditoren,Staphylococcus aureus infection,1
Cefditoren,Haemophilus influenzae pneumonia,1
Cefditoren,Moraxella catarrhalis pneumonia,1
Glipizide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Clonazepam,Epileptic drop attack,1
Clonazepam,Panic Disorder,1
Clonazepam,Absence Epilepsy,1
Clonazepam,Lennox-Gastaut syndrome,1
Clonazepam,"Epilepsies, Myoclonic",1
Promethazine,Hay fever,1
Promethazine,Nausea and vomiting,1
Promethazine,"Rhinitis, Vasomotor",1
Promethazine,Urticaria,1
Promethazine,Allergic Conjunctivitis,1
Dihydrotachysterol,Hypocalcemia,1
Dihydrotachysterol,Tetany,1
Dihydrotachysterol,Hypoparathyroidism,1
Dihydrotachysterol,Rickets,1
Dihydrotachysterol,Hypophosphatemia,1
Atazanavir,HIV Infections,1
Diphenhydramine,Allergic Conjunctivitis,1
Diphenhydramine,"Rhinitis, Vasomotor",1
Diphenhydramine,Hay fever,1
Diphenhydramine,Sleeplessness,1
Atorvastatin,Angina Pectoris,1
Atorvastatin,Hypercholesterolemia,1
Atorvastatin,Hypertensive disease,1
Atorvastatin,Cerebrovascular accident,1
Atorvastatin,Familial hypercholesterolemia - heterozygous,1
Atorvastatin,"Hyperlipidemia, Familial Combined",1
Atorvastatin,Arteriosclerosis,1
Atorvastatin,Hyperlipoproteinemia Type III,1
Atorvastatin,Familial hypercholesterolemia - homozygous,1
Atorvastatin,"Angina Pectoris, Variant",1
Atorvastatin,Hypertriglyceridemia,1
Etidronic acid,Osteitis Deformans,1
Etidronic acid,Humoral hypercalcemia of malignancy (disorder),1
Etidronic acid,Heterotopic Ossification,1
Vigabatrin,Epilepsy characterized by intractable complex partial seizures,1
Vigabatrin,West Syndrome,1
Diphenoxylate,Diarrhea,1
Streptomycin,Plague,1
Streptomycin,Escherichia coli urinary tract infection,1
Streptomycin,Haemophilus influenzae pneumonia,1
Streptomycin,Proteus urinary tract infection,1
Streptomycin,Chancroids,1
Streptomycin,Endocarditis haemophilus,1
Streptomycin,URINARY TRACT INFECTION ENTEROCOCCUS,1
Streptomycin,Klebsiella cystitis,1
Streptomycin,Brucellosis,1
Streptomycin,Acute tuberculosis,1
Streptomycin,Granuloma Inguinale,1
Streptomycin,Bacterial urinary infection,1
Streptomycin,Tularemia,1
Streptomycin,"Tuberculosis, Pulmonary",1
Orlistat,Obesity,1
Emedastine,Allergic Conjunctivitis,1
Emedastine,Urticaria,1
Emedastine,Pruritus,1
Pilocarpine,Xerostomia,1
Pilocarpine,"Glaucoma, Open-Angle",1
Pilocarpine,Ocular Hypertension,1
Benzocaine,Skin irritation,1
Benzocaine,Coughing,1
Benzocaine,Sore Throat,1
Benzocaine,Pruritus,1
Benzocaine,Mouth irritation,1
Benzocaine,Tinea,1
Benzocaine,Tinea corporis (disorder),1
Benzocaine,Tinea Pedis,1
Primaquine,"Malaria, Vivax",1
Iloprost,Pulmonary arterial hypertension,1
Butenafine,Tinea corporis (disorder),1
Butenafine,Tinea Versicolor,1
Butenafine,Tinea Pedis,1
Butenafine,Tinea cruris,1
Dimethyl sulfoxide,Interstitial Cystitis,1
Fluvastatin,"Hyperlipidemia, Familial Combined",1
Fluvastatin,Familial hypercholesterolemia - heterozygous,1
Fluvastatin,Hypercholesterolemia,1
Fluvastatin,Arteriosclerosis,1
Oxamniquine,Schistosomiasis,1
Leflunomide,Rheumatoid Arthritis,1
Leflunomide,"Arthritis, Psoriatic",1
Rosuvastatin,Familial hypercholesterolemia - heterozygous,1
Rosuvastatin,Cerebrovascular accident,1
Rosuvastatin,"Hyperlipidemia, Familial Combined",1
Rosuvastatin,Familial hypercholesterolemia - homozygous,1
Rosuvastatin,Arteriosclerosis,1
Rosuvastatin,Hypercholesterolemia,1
Rosuvastatin,Hypertriglyceridemia,1
Rosuvastatin,Hyperlipoproteinemia Type III,1
Pimozide,Gilles de la Tourette syndrome,1
Capecitabine,Metastasis from malignant tumor of colon,1
